output_label,periodo_historico,periodo_atual,secao,data_atual,data_ref_julho_2025,metrica,julho_2025,julho_2026
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-17,2025-07-18,10. GMV,134781.2,211169.69999999995
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-18,2025-07-19,01. RASK,0.016422741602030822,0.01534076199881566
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-18,2025-07-19,02. Yield,0.19508177939817453,0.2125925102569069
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-18,2025-07-19,03. Buscas,4004.0,4404.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-18,2025-07-19,04. Grupos Realizados,167.0,311.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-18,2025-07-19,05. Pax Total,582.0,790.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-18,2025-07-19,06. ASK,3837654.0,6504892.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-18,2025-07-19,07. RPK,315972.0,454328.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-18,2025-07-19,08. Load Factor,0.08233467634132728,0.06984404967830365
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-18,2025-07-19,09. Ticket Médio,105.9113058419244,122.2616835443038
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-18,2025-07-19,10. GMV,63024.799999999996,99789.99999999999
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-19,2025-07-20,01. RASK,0.01649492810132646,0.02111860100228446
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-19,2025-07-20,02. Yield,0.24560150226494457,0.2626993334363992
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-19,2025-07-20,03. Buscas,7249.0,8490.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-19,2025-07-20,04. Grupos Realizados,333.0,459.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-19,2025-07-20,05. Pax Total,962.0,1426.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-19,2025-07-20,06. ASK,7999174.0,10027293.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-19,2025-07-20,07. RPK,528269.0,782671.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-19,2025-07-20,08. Load Factor,0.06604044367580952,0.0780540670348418
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-19,2025-07-20,09. Ticket Médio,134.86866943866943,144.18453716690038
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-19,2025-07-20,10. GMV,131945.80000000002,211762.4
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-20,2025-07-21,01. RASK,0.010400884978534745,0.014123397624663128
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-20,2025-07-21,02. Yield,0.2146303690220307,0.22131870700467488
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-20,2025-07-21,03. Buscas,4993.0,4891.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-20,2025-07-21,04. Grupos Realizados,263.0,373.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-20,2025-07-21,05. Pax Total,537.0,943.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-20,2025-07-21,06. ASK,6409195.0,8464231.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-20,2025-07-21,07. RPK,303803.0,526220.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-20,2025-07-21,08. Load Factor,0.04740111667689936,0.062169853351119554
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-20,2025-07-21,09. Ticket Médio,121.42523277467413,123.50194061505834
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-20,2025-07-21,10. GMV,66661.3,119543.70000000001
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-21,2025-07-22,01. RASK,0.01227956045184747,0.01382300480331354
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-21,2025-07-22,02. Yield,0.20167456074980655,0.22927229326864826
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-21,2025-07-22,03. Buscas,2790.0,2636.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-21,2025-07-22,04. Grupos Realizados,175.0,282.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-21,2025-07-22,05. Pax Total,493.0,678.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-21,2025-07-22,06. ASK,4722213.0,6543816.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-21,2025-07-22,07. RPK,279112.0,387931.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-21,2025-07-22,08. Load Factor,0.05910618601913976,0.05928207639090097
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-21,2025-07-22,09. Ticket Médio,114.17807302231239,131.18264011799408
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-21,2025-07-22,10. GMV,57986.700000000004,90455.2
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-22,2025-07-23,01. RASK,0.013212892884022038,0.01464841680192315
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-22,2025-07-23,02. Yield,0.19767586860629455,0.21870294010986796
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-22,2025-07-23,03. Buscas,2740.0,3420.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-22,2025-07-23,04. Grupos Realizados,175.0,291.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-22,2025-07-23,05. Pax Total,507.0,756.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-22,2025-07-23,06. ASK,4603935.0,6812982.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-22,2025-07-23,07. RPK,292221.0,446718.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-22,2025-07-23,08. Load Factor,0.06347200818430321,0.06556864527162995
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-22,2025-07-23,09. Ticket Médio,113.93499013806706,129.230873015873
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-22,2025-07-23,10. GMV,60831.3,99799.40000000001
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-23,2025-07-24,01. RASK,0.010854456664652479,0.013821120550215489
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-23,2025-07-24,02. Yield,0.2032826875977456,0.21670334415808745
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-23,2025-07-24,03. Buscas,3740.0,4668.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-23,2025-07-24,04. Grupos Realizados,259.0,371.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-23,2025-07-24,05. Pax Total,628.0,932.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-23,2025-07-24,06. ASK,6538623.0,8516227.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-23,2025-07-24,07. RPK,338890.0,521028.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-23,2025-07-24,08. Load Factor,0.05182895542379489,0.06118061437300814
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-23,2025-07-24,09. Ticket Médio,109.69820063694266,121.14646995708152
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-23,2025-07-24,10. GMV,70973.2,117703.8
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-24,2025-07-25,01. RASK,0.010781062239046294,0.013938378821132661
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-24,2025-07-25,02. Yield,0.2079581399191404,0.2273574890701009
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-24,2025-07-25,03. Buscas,5668.0,4999.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-24,2025-07-25,04. Grupos Realizados,315.0,427.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-24,2025-07-25,05. Pax Total,681.0,1030.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-24,2025-07-25,06. ASK,7715928.0,9522700.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-24,2025-07-25,07. RPK,387338.0,568395.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-24,2025-07-25,08. Load Factor,0.05019979450300729,0.059688428701943776
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-24,2025-07-25,09. Ticket Médio,118.2820704845815,125.46491262135922
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-24,2025-07-25,10. GMV,83185.9,132731.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-25,2025-07-26,01. RASK,0.01587380984574723,0.011317091810392569
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-25,2025-07-26,02. Yield,0.21280977024224237,0.22286583923614137
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-25,2025-07-26,03. Buscas,2639.0,3130.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-25,2025-07-26,04. Grupos Realizados,144.0,307.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-25,2025-07-26,05. Pax Total,444.0,595.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-25,2025-07-26,06. ASK,3394623.0,6401247.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-25,2025-07-26,07. RPK,248305.0,321316.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-25,2025-07-26,08. Load Factor,0.07314656148856588,0.050195844653393315
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-25,2025-07-26,09. Ticket Médio,119.01290540540539,120.3535462184874
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-25,2025-07-26,10. GMV,53885.6,72443.5
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-26,2025-07-27,01. RASK,0.01251924204395613,0.016255811732612552
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-26,2025-07-27,02. Yield,0.24431855965388427,0.27125690792878365
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-26,2025-07-27,03. Buscas,5379.0,5976.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-26,2025-07-27,04. Grupos Realizados,319.0,458.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-26,2025-07-27,05. Pax Total,759.0,1119.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-26,2025-07-27,06. ASK,7909113.0,10000245.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-26,2025-07-27,07. RPK,399404.0,589359.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-26,2025-07-27,08. Load Factor,0.05049921527230677,0.05893445610582541
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-26,2025-07-27,09. Ticket Médio,128.56628458498022,142.86657730116175
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-26,2025-07-27,10. GMV,99016.09999999998,162562.09999999998
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-27,2025-07-28,01. RASK,0.008417916254330832,0.01073393148931429
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-27,2025-07-28,02. Yield,0.2137423074406629,0.2198466210710847
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-27,2025-07-28,03. Buscas,3162.0,2995.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-27,2025-07-28,04. Grupos Realizados,265.0,369.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-27,2025-07-28,05. Pax Total,480.0,717.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-27,2025-07-28,06. ASK,6703678.0,8373847.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-27,2025-07-28,07. RPK,259829.0,405010.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-27,2025-07-28,08. Load Factor,0.03875917071195842,0.04836606162018484
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-27,2025-07-28,09. Ticket Médio,115.70093750000001,124.18421199442122
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-27,2025-07-28,10. GMV,56431.0,89884.30000000002
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-28,2025-07-29,01. RASK,0.008316569270625365,0.0061373065750616245
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-28,2025-07-29,02. Yield,0.19271832082389925,0.19167913740073683
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-28,2025-07-29,03. Buscas,1491.0,1368.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-28,2025-07-29,04. Grupos Realizados,147.0,276.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-28,2025-07-29,05. Pax Total,277.0,338.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-28,2025-07-29,06. ASK,3951906.0,6456122.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-28,2025-07-29,07. RPK,168273.0,200603.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-28,2025-07-29,08. Load Factor,0.042580213193330003,0.031071748644155114
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-28,2025-07-29,09. Ticket Médio,117.07324909747294,113.76156804733726
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-28,2025-07-29,10. GMV,32866.3,39623.200000000004
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-29,2025-07-30,01. RASK,0.008545408165900872,0.005279118452449295
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-29,2025-07-30,02. Yield,0.19515299742978215,0.21442741960207243
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-29,2025-07-30,03. Buscas,1415.0,1235.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-29,2025-07-30,04. Grupos Realizados,151.0,285.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-29,2025-07-30,05. Pax Total,296.0,292.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-29,2025-07-30,06. ASK,4065271.0,6723812.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-29,2025-07-30,07. RPK,172748.0,163095.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-29,2025-07-30,08. Load Factor,0.042493600057659134,0.02425632959398627
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-29,2025-07-30,09. Ticket Médio,113.89287162162162,119.76726027397261
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-29,2025-07-30,10. GMV,34739.4,35495.8
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-30,2025-07-31,01. RASK,0.007450820657566792,0.007996034106159428
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-30,2025-07-31,02. Yield,0.18244172106034368,0.2055917394502604
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-30,2025-07-31,03. Buscas,2170.0,1930.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-30,2025-07-31,04. Grupos Realizados,222.0,362.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-30,2025-07-31,05. Pax Total,398.0,557.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-30,2025-07-31,06. ASK,5572970.0,8339608.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-30,2025-07-31,07. RPK,217703.0,311311.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-30,2025-07-31,08. Load Factor,0.039064089704412545,0.037329212596083655
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-30,2025-07-31,09. Ticket Médio,99.79424623115578,114.90658886894077
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-30,2025-07-31,10. GMV,41523.2,66683.79000000001
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-31,2025-08-01,01. RASK,0.006843580209749638,0.008646840529878776
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-31,2025-08-01,02. Yield,0.17990573689456335,0.2066507871611481
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-31,2025-08-01,03. Buscas,3934.0,2948.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-31,2025-08-01,04. Grupos Realizados,271.0,425.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-31,2025-08-01,05. Pax Total,465.0,723.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-31,2025-08-01,06. ASK,6763492.0,9518479.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-31,2025-08-01,07. RPK,247817.0,386452.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-31,2025-08-01,08. Load Factor,0.03664039227073825,0.040600184126056274
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-31,2025-08-01,09. Ticket Médio,95.8789247311828,110.45727524204705
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-07-31,2025-08-01,10. GMV,46286.5,82304.77000000002
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-08-01,2025-08-02,01. RASK,0.006416452661018864,0.006671768758149139
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-08-01,2025-08-02,02. Yield,0.1707116342469159,0.20743097442868066
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-08-01,2025-08-02,03. Buscas,1768.0,1636.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-08-01,2025-08-02,04. Grupos Realizados,136.0,308.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-08-01,2025-08-02,05. Pax Total,217.0,388.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-08-01,2025-08-02,06. ASK,3147892.0,6310484.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-08-01,2025-08-02,07. RPK,116647.0,200107.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-08-01,2025-08-02,08. Load Factor,0.03705559148789094,0.031710245996979
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-08-01,2025-08-02,09. Ticket Médio,91.76497695852537,106.98038659793815
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-08-01,2025-08-02,10. GMV,20198.300000000003,42102.09
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-08-02,2025-08-03,01. RASK,0.008931398677734827,0.00849274423713824
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-08-02,2025-08-03,02. Yield,0.21928286411812864,0.235077426927703
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-08-02,2025-08-03,03. Buscas,3640.0,2759.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-08-02,2025-08-03,04. Grupos Realizados,274.0,450.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-08-02,2025-08-03,05. Pax Total,515.0,681.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-08-02,2025-08-03,06. ASK,6777158.0,9715312.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-08-02,2025-08-03,07. RPK,271162.0,345035.0
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-08-02,2025-08-03,08. Load Factor,0.040011166922772054,0.03551455681505648
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-08-02,2025-08-03,09. Ticket Médio,115.45860194174757,119.10417033773862
julho_2026,julho_2025,julho_2026,resultado_por_dia,2026-08-02,2025-08-03,10. GMV,60529.50000000001,82509.66
