regional,slot,data,data_ref_julho_2025,metrica,julho_2025,atual
Reg. SP,fixo,2026-07-07,2025-07-08,07. Load Factor,0.06701370407946804,0.040830106154880405
Reg. SP,fixo,2026-07-07,2025-07-08,08. Ticket Médio,90.42608843537414,98.8849387755102
Reg. SP,fixo,2026-07-07,2025-07-08,09. GMV,27583.6,25050.499999999996
Reg. SP,fixo,2026-07-08,2025-07-09,01. RASK,0.01217171613161935,0.022604927894784625
Reg. SP,fixo,2026-07-08,2025-07-09,02. Yield,0.18767205455618352,0.2237038295580589
Reg. SP,fixo,2026-07-08,2025-07-09,03. Grupos Realizados,109.0,150.0
Reg. SP,fixo,2026-07-08,2025-07-09,04. Pax Total,322.0,598.0
Reg. SP,fixo,2026-07-08,2025-07-09,05. ASK,2573573.0,3238462.0
Reg. SP,fixo,2026-07-08,2025-07-09,06. RPK,164381.0,311942.0
Reg. SP,fixo,2026-07-08,2025-07-09,07. Load Factor,0.06387267817932502,0.09632411928872409
Reg. SP,fixo,2026-07-08,2025-07-09,08. Ticket Médio,95.80658385093169,116.69334448160537
Reg. SP,fixo,2026-07-08,2025-07-09,09. GMV,31324.8,73205.2
Reg. SP,fixo,2026-07-09,2025-07-10,01. RASK,0.014653942077489285,0.01605796106786779
Reg. SP,fixo,2026-07-09,2025-07-10,02. Yield,0.19678440123347507,0.20571473779981278
Reg. SP,fixo,2026-07-09,2025-07-10,03. Grupos Realizados,146.0,196.0
Reg. SP,fixo,2026-07-09,2025-07-10,04. Pax Total,451.0,563.0
Reg. SP,fixo,2026-07-09,2025-07-10,05. ASK,3363252.0,4033121.0
Reg. SP,fixo,2026-07-09,2025-07-10,06. RPK,242891.0,303356.0
Reg. SP,fixo,2026-07-09,2025-07-10,07. Load Factor,0.07221909033280884,0.07521619113336793
Reg. SP,fixo,2026-07-09,2025-07-10,08. Ticket Médio,105.98039911308204,110.84333925399645
Reg. SP,fixo,2026-07-09,2025-07-10,09. GMV,49284.90000000001,64763.70000000001
Reg. SP,fixo,2026-07-10,2025-07-11,01. RASK,0.014440751643348489,0.013523247522723686
Reg. SP,fixo,2026-07-10,2025-07-11,02. Yield,0.21026596730548242,0.21234117145218476
Reg. SP,fixo,2026-07-10,2025-07-11,03. Grupos Realizados,191.0,241.0
Reg. SP,fixo,2026-07-10,2025-07-11,04. Pax Total,517.0,572.0
Reg. SP,fixo,2026-07-10,2025-07-11,05. ASK,4059851.0,4841204.0
Reg. SP,fixo,2026-07-10,2025-07-11,06. RPK,269770.0,300072.0
Reg. SP,fixo,2026-07-10,2025-07-11,07. Load Factor,0.06644825142597598,0.06198292821372534
Reg. SP,fixo,2026-07-10,2025-07-11,08. Ticket Médio,109.71653771760154,111.39447552447551
Reg. SP,fixo,2026-07-10,2025-07-11,09. GMV,58627.299999999996,65468.799999999996
Reg. SP,fixo,2026-07-11,2025-07-12,01. RASK,0.013364980227295384,0.010144986832803566
Reg. SP,fixo,2026-07-11,2025-07-12,02. Yield,0.17816942534589594,0.19949108071090285
Reg. SP,fixo,2026-07-11,2025-07-12,03. Grupos Realizados,126.0,192.0
Reg. SP,fixo,2026-07-11,2025-07-12,04. Pax Total,395.0,348.0
Reg. SP,fixo,2026-07-11,2025-07-12,05. ASK,2397497.0,3690611.0
Reg. SP,fixo,2026-07-11,2025-07-12,06. RPK,176715.0,181797.0
Reg. SP,fixo,2026-07-11,2025-07-12,07. Load Factor,0.07370812142830627,0.04925932318523952
Reg. SP,fixo,2026-07-11,2025-07-12,08. Ticket Médio,79.7093924050633,104.21517241379311
Reg. SP,fixo,2026-07-11,2025-07-12,09. GMV,32042.5,37441.200000000004
Reg. SP,fixo,2026-07-12,2025-07-13,01. RASK,0.016548595972724987,0.018647167650498238
Reg. SP,fixo,2026-07-12,2025-07-13,02. Yield,0.22899729562412433,0.255614208147369
Reg. SP,fixo,2026-07-12,2025-07-13,03. Grupos Realizados,200.0,250.0
Reg. SP,fixo,2026-07-12,2025-07-13,04. Pax Total,649.0,741.0
Reg. SP,fixo,2026-07-12,2025-07-13,05. ASK,4301519.0,4965789.0
Reg. SP,fixo,2026-07-12,2025-07-13,06. RPK,306910.0,351770.0
Reg. SP,fixo,2026-07-12,2025-07-13,07. Load Factor,0.07134921407995641,0.07083869250183607
Reg. SP,fixo,2026-07-12,2025-07-13,08. Ticket Médio,108.29208012326656,121.34603238866397
Reg. SP,fixo,2026-07-12,2025-07-13,09. GMV,71184.1,92597.9
Reg. SP,fixo,2026-07-13,2025-07-14,01. RASK,0.010128953255895606,0.010784032302363552
Reg. SP,fixo,2026-07-13,2025-07-14,02. Yield,0.19888173264399178,0.19946370150060838
Reg. SP,fixo,2026-07-13,2025-07-14,03. Grupos Realizados,149.0,207.0
Reg. SP,fixo,2026-07-13,2025-07-14,04. Pax Total,345.0,428.0
Reg. SP,fixo,2026-07-13,2025-07-14,05. ASK,3446210.0,4194368.0
Reg. SP,fixo,2026-07-13,2025-07-14,06. RPK,170791.0,221910.0
Reg. SP,fixo,2026-07-13,2025-07-14,07. Load Factor,0.04955908084533444,0.052906659596868945
Reg. SP,fixo,2026-07-13,2025-07-14,08. Ticket Médio,98.4556811594203,103.41820093457943
Reg. SP,fixo,2026-07-13,2025-07-14,09. GMV,34906.5,45232.200000000004
Reg. SP,fixo,2026-07-14,2025-07-15,01. RASK,0.008951148963794075,0.008256135619828955
Reg. SP,fixo,2026-07-14,2025-07-15,02. Yield,0.1731938654084596,0.1999950340913569
Reg. SP,fixo,2026-07-14,2025-07-15,03. Grupos Realizados,97.0,148.0
Reg. SP,fixo,2026-07-14,2025-07-15,04. Pax Total,224.0,214.0
Reg. SP,fixo,2026-07-14,2025-07-15,05. ASK,2366132.0,3159420.0
Reg. SP,fixo,2026-07-14,2025-07-15,06. RPK,120171.0,126865.0
Reg. SP,fixo,2026-07-14,2025-07-15,07. Load Factor,0.050787952658600616,0.04015452203252496
Reg. SP,fixo,2026-07-14,2025-07-15,08. Ticket Médio,92.91464285714287,118.56247663551403
Reg. SP,fixo,2026-07-14,2025-07-15,09. GMV,21179.600000000002,26084.600000000002
Reg. SP,fixo,2026-07-15,2025-07-16,01. RASK,0.010941582670658038,0.00971431205593607
Reg. SP,fixo,2026-07-15,2025-07-16,02. Yield,0.16977457878768315,0.19954373711930387
Reg. SP,fixo,2026-07-15,2025-07-16,03. Grupos Realizados,100.0,155.0
Reg. SP,fixo,2026-07-15,2025-07-16,04. Pax Total,250.0,275.0
Reg. SP,fixo,2026-07-15,2025-07-16,05. ASK,2469661.0,3362410.0
Reg. SP,fixo,2026-07-15,2025-07-16,06. RPK,154910.0,157212.0
Reg. SP,fixo,2026-07-15,2025-07-16,07. Load Factor,0.062725208034625,0.04675574959627172
Reg. SP,fixo,2026-07-15,2025-07-16,08. Ticket Médio,105.19912000000001,114.07516363636363
Reg. SP,fixo,2026-07-15,2025-07-16,09. GMV,27022.0,32663.499999999996
Reg. SP,fixo,2026-07-16,2025-07-17,01. RASK,0.011642414988891904,0.01456575879772125
Reg. SP,fixo,2026-07-16,2025-07-17,02. Yield,0.19394919157055593,0.20299009880050614
Reg. SP,fixo,2026-07-16,2025-07-17,03. Grupos Realizados,143.0,199.0
Reg. SP,fixo,2026-07-16,2025-07-17,04. Pax Total,343.0,485.0
Reg. SP,fixo,2026-07-16,2025-07-17,05. ASK,3416877.0,4085575.0
Reg. SP,fixo,2026-07-16,2025-07-17,06. RPK,200203.0,283703.0
Reg. SP,fixo,2026-07-16,2025-07-17,07. Load Factor,0.05859239299512391,0.06944016448113179
Reg. SP,fixo,2026-07-16,2025-07-17,08. Ticket Médio,113.20469387755102,118.74000000000001
Reg. SP,fixo,2026-07-16,2025-07-17,09. GMV,39780.7,59509.49999999999
Reg. SP,fixo,2026-07-17,2025-07-18,01. RASK,0.00987526339467416,0.012988937166855775
Reg. SP,fixo,2026-07-17,2025-07-18,02. Yield,0.19609728449283761,0.21704979556856932
Reg. SP,fixo,2026-07-17,2025-07-18,03. Grupos Realizados,183.0,244.0
Reg. SP,fixo,2026-07-17,2025-07-18,04. Pax Total,378.0,544.0
Reg. SP,fixo,2026-07-17,2025-07-18,05. ASK,4105531.0,4887898.0
Reg. SP,fixo,2026-07-17,2025-07-18,06. RPK,196722.0,280045.0
Reg. SP,fixo,2026-07-17,2025-07-18,07. Load Factor,0.0479163353047389,0.057293544177885875
Reg. SP,fixo,2026-07-17,2025-07-18,08. Ticket Médio,102.05462962962962,111.73476102941176
Reg. SP,fixo,2026-07-17,2025-07-18,09. GMV,40543.200000000004,63488.6
Reg. SP,fixo,2026-07-18,2025-07-19,01. RASK,0.013635685448094239,0.009984618791883724
Reg. SP,fixo,2026-07-18,2025-07-19,02. Yield,0.18326489066086749,0.1981807892470905
Reg. SP,fixo,2026-07-18,2025-07-19,03. Grupos Realizados,105.0,196.0
Reg. SP,fixo,2026-07-18,2025-07-19,04. Pax Total,308.0,317.0
Reg. SP,fixo,2026-07-18,2025-07-19,05. ASK,2265394.0,3774736.0
Reg. SP,fixo,2026-07-18,2025-07-19,06. RPK,165540.0,184657.0
Reg. SP,fixo,2026-07-18,2025-07-19,07. Load Factor,0.07307338149566919,0.04891918269251148
Reg. SP,fixo,2026-07-18,2025-07-19,08. Ticket Médio,98.49892857142858,115.44312302839117
Reg. SP,fixo,2026-07-18,2025-07-19,09. GMV,30890.2,37689.3
Reg. SP,fixo,2026-07-19,2025-07-20,01. RASK,0.012159960300000048,0.014467545471328934
Reg. SP,fixo,2026-07-19,2025-07-20,02. Yield,0.20779074380841359,0.23613333333333336
Reg. SP,fixo,2026-07-19,2025-07-20,03. Grupos Realizados,184.0,250.0
Reg. SP,fixo,2026-07-19,2025-07-20,04. Pax Total,453.0,540.0
Reg. SP,fixo,2026-07-19,2025-07-20,05. ASK,4195466.0,4961588.0
Reg. SP,fixo,2026-07-19,2025-07-20,06. RPK,244485.0,297675.0
Reg. SP,fixo,2026-07-19,2025-07-20,07. Load Factor,0.05827362204818249,0.05999591259895017
Reg. SP,fixo,2026-07-19,2025-07-20,08. Ticket Médio,112.14507726269316,130.16850000000002
Reg. SP,fixo,2026-07-19,2025-07-20,09. GMV,51016.700000000004,71782.0
Reg. SP,fixo,2026-07-20,2025-07-21,01. RASK,0.007746874025199759,0.010617495827730895
Reg. SP,fixo,2026-07-20,2025-07-21,02. Yield,0.19535902078085643,0.21160866387291688
Reg. SP,fixo,2026-07-20,2025-07-21,03. Grupos Realizados,142.0,204.0
Reg. SP,fixo,2026-07-20,2025-07-21,04. Pax Total,235.0,388.0
Reg. SP,fixo,2026-07-20,2025-07-21,05. ASK,3250666.0,4144028.0
Reg. SP,fixo,2026-07-20,2025-07-21,06. RPK,127040.0,205220.0
Reg. SP,fixo,2026-07-20,2025-07-21,07. Load Factor,0.03908122212494301,0.04952186616499695
Reg. SP,fixo,2026-07-20,2025-07-21,08. Ticket Médio,105.61025531914893,111.92353092783506
Reg. SP,fixo,2026-07-20,2025-07-21,09. GMV,25182.500000000004,43999.2
Reg. SP,fixo,2026-07-21,2025-07-22,01. RASK,0.007762706739844923,0.007288753809045163
Reg. SP,fixo,2026-07-21,2025-07-22,02. Yield,0.16609544363580056,0.19177165218590542
Reg. SP,fixo,2026-07-21,2025-07-22,03. Grupos Realizados,90.0,147.0
Reg. SP,fixo,2026-07-21,2025-07-22,04. Pax Total,174.0,215.0
Reg. SP,fixo,2026-07-21,2025-07-22,05. ASK,2321819.0,3148755.0
Reg. SP,fixo,2026-07-21,2025-07-22,06. RPK,103328.0,116016.0
Reg. SP,fixo,2026-07-21,2025-07-22,07. Load Factor,0.044503038350534645,0.036845038753412065
Reg. SP,fixo,2026-07-21,2025-07-22,08. Ticket Médio,98.63396551724139,103.48176744186047
Reg. SP,fixo,2026-07-21,2025-07-22,09. GMV,18023.6,22950.5
Reg. SP,fixo,2026-07-22,2025-07-23,01. RASK,0.008805146346212715,0.009124335179365861
Reg. SP,fixo,2026-07-22,2025-07-23,02. Yield,0.17754393954884704,0.18610993005937404
Reg. SP,fixo,2026-07-22,2025-07-23,03. Grupos Realizados,91.0,154.0
Reg. SP,fixo,2026-07-22,2025-07-23,04. Pax Total,182.0,272.0
Reg. SP,fixo,2026-07-22,2025-07-23,05. ASK,2244233.0,3334358.0
Reg. SP,fixo,2026-07-22,2025-07-23,06. RPK,107591.0,158992.0
Reg. SP,fixo,2026-07-22,2025-07-23,07. Load Factor,0.04794110058982289,0.04768294226354818
Reg. SP,fixo,2026-07-22,2025-07-23,08. Ticket Médio,104.95675824175825,108.78672794117648
Reg. SP,fixo,2026-07-22,2025-07-23,09. GMV,19760.800000000003,30423.8
Reg. SP,fixo,2026-07-23,2025-07-24,01. RASK,0.006787624632566628,0.008018827343009882
Reg. SP,fixo,2026-07-23,2025-07-24,02. Yield,0.18612291586595656,0.19785405989522445
Reg. SP,fixo,2026-07-23,2025-07-24,03. Grupos Realizados,134.0,197.0
Reg. SP,fixo,2026-07-23,2025-07-24,04. Pax Total,220.0,291.0
Reg. SP,fixo,2026-07-23,2025-07-24,05. ASK,3120974.0,4044968.0
Reg. SP,fixo,2026-07-23,2025-07-24,06. RPK,109278.0,158243.0
Reg. SP,fixo,2026-07-23,2025-07-24,07. Load Factor,0.035014069325793803,0.039120952254752074
Reg. SP,fixo,2026-07-23,2025-07-24,08. Ticket Médio,92.45063636363638,107.59113402061855
Reg. SP,fixo,2026-07-23,2025-07-24,09. GMV,21183.999999999996,32435.9
Reg. SP,fixo,2026-07-24,2025-07-25,01. RASK,0.00820425519040325,0.008053839969784121
Reg. SP,fixo,2026-07-24,2025-07-25,02. Yield,0.18328965716209067,0.21585246376811595
Reg. SP,fixo,2026-07-24,2025-07-25,03. Grupos Realizados,171.0,236.0
Reg. SP,fixo,2026-07-24,2025-07-25,04. Pax Total,295.0,340.0
Reg. SP,fixo,2026-07-24,2025-07-25,05. ASK,3834047.0,4739230.0
Reg. SP,fixo,2026-07-24,2025-07-25,06. RPK,166376.0,172500.0
Reg. SP,fixo,2026-07-24,2025-07-25,07. Load Factor,0.043394355885569474,0.03639831787020254
Reg. SP,fixo,2026-07-24,2025-07-25,08. Ticket Médio,103.37288135593222,109.51338235294118
Reg. SP,fixo,2026-07-24,2025-07-25,09. GMV,31455.5,38169.0
Reg. SP,fixo,2026-07-25,2025-07-26,01. RASK,0.011576254898324395,0.0075384651267236475
Reg. SP,fixo,2026-07-25,2025-07-26,02. Yield,0.18701434076694678,0.2034829982259018
Reg. SP,fixo,2026-07-25,2025-07-26,03. Grupos Realizados,96.0,192.0
Reg. SP,fixo,2026-07-25,2025-07-26,04. Pax Total,221.0,259.0
Reg. SP,fixo,2026-07-25,2025-07-26,05. ASK,2075965.0,3687236.0
Reg. SP,fixo,2026-07-25,2025-07-26,06. RPK,126632.0,135280.0
Reg. SP,fixo,2026-07-25,2025-07-26,07. Load Factor,0.06099910162261888,0.036688728359128626
Reg. SP,fixo,2026-07-25,2025-07-26,08. Ticket Médio,107.15837104072399,106.28254826254826
Reg. SP,fixo,2026-07-25,2025-07-26,09. GMV,24031.900000000005,27796.1
Reg. SP,fixo,2026-07-26,2025-07-27,01. RASK,0.007461784486593397,0.008306244924733648
Reg. SP,fixo,2026-07-26,2025-07-27,02. Yield,0.20477900435646915,0.2399860760855275
Reg. SP,fixo,2026-07-26,2025-07-27,03. Grupos Realizados,170.0,248.0
Reg. SP,fixo,2026-07-26,2025-07-27,04. Pax Total,295.0,356.0
Reg. SP,fixo,2026-07-26,2025-07-27,05. ASK,3929556.0,4920924.0
Reg. SP,fixo,2026-07-26,2025-07-27,06. RPK,141858.0,167338.0
Reg. SP,fixo,2026-07-26,2025-07-27,07. Load Factor,0.03610026170895643,0.034005402237465975
Reg. SP,fixo,2026-07-26,2025-07-27,08. Ticket Médio,98.47301694915255,112.80558988764045
Reg. SP,fixo,2026-07-26,2025-07-27,09. GMV,29321.500000000004,40874.399999999994
Reg. SP,fixo,2026-07-27,2025-07-28,01. RASK,0.005880472769090562,0.006203318784140129
Reg. SP,fixo,2026-07-27,2025-07-28,02. Yield,0.1951922653901348,0.19801672723884076
Reg. SP,fixo,2026-07-27,2025-07-28,03. Grupos Realizados,136.0,203.0
Reg. SP,fixo,2026-07-27,2025-07-28,04. Pax Total,185.0,253.0
Reg. SP,fixo,2026-07-27,2025-07-28,05. ASK,3260027.0,4132417.0
Reg. SP,fixo,2026-07-27,2025-07-28,06. RPK,95467.0,128772.0
Reg. SP,fixo,2026-07-27,2025-07-28,07. Load Factor,0.02928411329108624,0.03116142441578379
Reg. SP,fixo,2026-07-27,2025-07-28,08. Ticket Médio,100.72659459459459,100.78660079051384
Reg. SP,fixo,2026-07-27,2025-07-28,09. GMV,19170.5,25634.7
Reg. SP,fixo,2026-07-28,2025-07-29,01. RASK,0.0065228811551239965,0.0036271138304649294
Reg. SP,fixo,2026-07-28,2025-07-29,02. Yield,0.16651195034992736,0.17827559805356108
Reg. SP,fixo,2026-07-28,2025-07-29,03. Grupos Realizados,79.0,141.0
Reg. SP,fixo,2026-07-28,2025-07-29,04. Pax Total,118.0,105.0
Reg. SP,fixo,2026-07-28,2025-07-29,05. ASK,1983510.0,3042226.0
Reg. SP,fixo,2026-07-28,2025-07-29,06. RPK,75730.0,58774.0
Reg. SP,fixo,2026-07-28,2025-07-29,07. Load Factor,0.03817979238824105,0.019319406250554692
Reg. SP,fixo,2026-07-28,2025-07-29,08. Ticket Médio,106.86398305084747,99.79019047619047
Reg. SP,fixo,2026-07-28,2025-07-29,09. GMV,12938.2,11034.5
Reg. SP,fixo,2026-07-29,2025-07-30,01. RASK,0.005536900049872062,0.002840101609758842
Reg. SP,fixo,2026-07-29,2025-07-30,02. Yield,0.1741386628935267,0.19653815605881725
Reg. SP,fixo,2026-07-29,2025-07-30,03. Grupos Realizados,86.0,150.0
Reg. SP,fixo,2026-07-29,2025-07-30,04. Pax Total,119.0,83.0
Reg. SP,fixo,2026-07-29,2025-07-30,05. ASK,2179577.0,3270552.0
Reg. SP,fixo,2026-07-29,2025-07-30,06. RPK,65021.0,46585.0
Reg. SP,fixo,2026-07-29,2025-07-30,07. Load Factor,0.029831935279184905,0.014243772916620804
Reg. SP,fixo,2026-07-29,2025-07-30,08. Ticket Médio,95.14848739495797,110.31000000000002
Reg. SP,fixo,2026-07-29,2025-07-30,09. GMV,12068.1,9288.7
Reg. SP,fixo,2026-07-30,2025-07-31,01. RASK,0.004880858143504505,0.004687051768166066
Reg. SP,fixo,2026-07-30,2025-07-31,02. Yield,0.15448024179711217,0.18798826168387126
Reg. SP,fixo,2026-07-30,2025-07-31,03. Grupos Realizados,109.0,193.0
Reg. SP,fixo,2026-07-30,2025-07-31,04. Pax Total,138.0,179.0
Reg. SP,fixo,2026-07-30,2025-07-31,05. ASK,2545495.0,3973948.0
Reg. SP,fixo,2026-07-30,2025-07-31,06. RPK,75766.0,91836.0
Reg. SP,fixo,2026-07-30,2025-07-31,07. Load Factor,0.02976474123893388,0.02310951225330578
Reg. SP,fixo,2026-07-30,2025-07-31,08. Ticket Médio,84.81413043478263,96.44743016759777
Reg. SP,fixo,2026-07-30,2025-07-31,09. GMV,12424.2,18626.1
Reg. SP,fixo,2026-07-31,2025-08-01,01. RASK,0.005148879847650721,0.006153976587487469
Reg. SP,fixo,2026-07-31,2025-08-01,02. Yield,0.17586811469985134,0.19267756447250403
Reg. SP,fixo,2026-07-31,2025-08-01,03. Grupos Realizados,144.0,235.0
Reg. SP,fixo,2026-07-31,2025-08-01,04. Pax Total,188.0,296.0
Reg. SP,fixo,2026-07-31,2025-08-01,05. ASK,3271430.0,4717990.0
Reg. SP,fixo,2026-07-31,2025-08-01,06. RPK,92171.0,143821.0
Reg. SP,fixo,2026-07-31,2025-08-01,07. Load Factor,0.028174529181428307,0.030483532182136886
Reg. SP,fixo,2026-07-31,2025-08-01,08. Ticket Médio,86.22308510638298,93.61851351351352
Reg. SP,fixo,2026-07-31,2025-08-01,09. GMV,16844.2,29034.400000000005
Reg. SP,fixo,2026-08-01,2025-08-02,01. RASK,0.006753213003834403,0.004456924304406234
Reg. SP,fixo,2026-08-01,2025-08-02,02. Yield,0.1638627471303086,0.19687366273573167
Reg. SP,fixo,2026-08-01,2025-08-02,03. Grupos Realizados,89.0,188.0
Reg. SP,fixo,2026-08-01,2025-08-02,04. Pax Total,145.0,175.0
Reg. SP,fixo,2026-08-01,2025-08-02,05. ASK,1900947.0,3625931.0
Reg. SP,fixo,2026-08-01,2025-08-02,06. RPK,77186.0,80388.0
Reg. SP,fixo,2026-08-01,2025-08-02,07. Load Factor,0.040603972651525794,0.02217030605381073
Reg. SP,fixo,2026-08-01,2025-08-02,08. Ticket Médio,87.22696551724138,90.43588571428572
Reg. SP,fixo,2026-08-01,2025-08-02,09. GMV,12837.5,16160.5
Reg. SP,fixo,2026-08-02,2025-08-03,01. RASK,0.006761851894034169,0.006799734477795376
Reg. SP,fixo,2026-08-02,2025-08-03,02. Yield,0.20104315618780866,0.21921335151170518
Reg. SP,fixo,2026-08-02,2025-08-03,03. Grupos Realizados,147.0,245.0
Reg. SP,fixo,2026-08-02,2025-08-03,04. Pax Total,228.0,318.0
Reg. SP,fixo,2026-08-02,2025-08-03,05. ASK,3345267.0,4868896.0
Reg. SP,fixo,2026-08-02,2025-08-03,06. RPK,108536.0,145961.0
Reg. SP,fixo,2026-08-02,2025-08-03,07. Load Factor,0.03244464492669793,0.029978253797164695
Reg. SP,fixo,2026-08-02,2025-08-03,08. Ticket Médio,95.70359649122808,100.61823899371068
Reg. SP,fixo,2026-08-02,2025-08-03,09. GMV,22620.199999999997,33107.2
